"candidato","partido","votos","porcentaje","electo","lista","comuna","pacto"
"29. ALFONSO MANUEL ESPOZ BETANCOURT (H)","IND-IGUALDAD",36,0.0073,FALSE,"APRUEBO DIGNIDAD","GORBEA","Apruebo Dignidad"
"30. CAMILA JUANA VERGARA QUELEMPAN (M)","PCCH",85,0.0171,FALSE,"APRUEBO DIGNIDAD","GORBEA","Apruebo Dignidad"
"31. GONZALO NICOLAS CONTRERAS VILLARROEL (H)","IND-PCCH",41,0.0083,FALSE,"APRUEBO DIGNIDAD","GORBEA","Apruebo Dignidad"
"32. ERICKA JUDITH DE LOURDES ÑANCO VASQUEZ (M)","IND-FREVS",49,0.0099,FALSE,"APRUEBO DIGNIDAD","GORBEA","Apruebo Dignidad"
"33. GUISELA CAROLINA OLATE SANCHEZ (M)","PNC",77,0.0155,FALSE,"CIUDADANOS CRISTIANOS","GORBEA","Otros"
"34. PETER PAUL VERMEHREN JONES (H)","PNC",29,0.0058,FALSE,"CIUDADANOS CRISTIANOS","GORBEA","Otros"
"35. JOVITA RAPIMAN SAAVEDRA (M)","PNC",35,0.0071,FALSE,"CIUDADANOS CRISTIANOS","GORBEA","Otros"
"36. OMAR HUMBERTO ORTIZ CONCHA (H)","PNC",26,0.0052,FALSE,"CIUDADANOS CRISTIANOS","GORBEA","Otros"
"37. ANDREA VERONICA PUNULEF ANTIPAN (M)","PNC",23,0.0046,FALSE,"CIUDADANOS CRISTIANOS","GORBEA","Otros"
"38. MARCO ORTEGA CUMIQUIR (H)","PNC",17,0.0034,FALSE,"CIUDADANOS CRISTIANOS","GORBEA","Otros"
"39. LORETO CATALINA LAGOS SANHUEZA (M)","IND",44,0.0089,FALSE,"ORGANIZACIONES SOCIALES Y TERRITORIALES DEL WALLMAPU (D23)","GORBEA","Otros"
"40. CARLOS PATRICIO MENA JARA (H)","IND",51,0.0103,FALSE,"ORGANIZACIONES SOCIALES Y TERRITORIALES DEL WALLMAPU (D23)","GORBEA","Otros"
"41. ALEJANDRA DEL CARMEN PARRA MUÑOZ (M)","IND",76,0.0153,FALSE,"ORGANIZACIONES SOCIALES Y TERRITORIALES DEL WALLMAPU (D23)","GORBEA","Otros"
"42. CLAUDIO HERNAN DIAZ BECERRA (H)","IND",17,0.0034,FALSE,"ORGANIZACIONES SOCIALES Y TERRITORIALES DEL WALLMAPU (D23)","GORBEA","Otros"
"43. ANA MARIA VERA HARO (M)","IND",39,0.0079,FALSE,"ORGANIZACIONES SOCIALES Y TERRITORIALES DEL WALLMAPU (D23)","GORBEA","Otros"
"44. RENE EDUARDO RAPIMAN MARIN (H)","IND",42,0.0085,FALSE,"ORGANIZACIONES SOCIALES Y TERRITORIALES DEL WALLMAPU (D23)","GORBEA","Otros"
"45. CAMILA ANDREA DELGADO TRONCOSO (M)","PTR",55,0.0111,FALSE,"PARTIDO DE TRABAJADORES REVOLUCIONARIOS","GORBEA","Otros"
"46. DANIEL ANTONIO LARA TORRES (H)","PTR",20,0.004,FALSE,"PARTIDO DE TRABAJADORES REVOLUCIONARIOS","GORBEA","Otros"
"47. PALOMA ALEJANDRA CARVAJAL ULLOA (M)","PTR",13,0.0026,FALSE,"PARTIDO DE TRABAJADORES REVOLUCIONARIOS","GORBEA","Otros"
"48. LUIS ANTONIO CIFUENTES MALDONADO (H)","PTR",15,0.003,FALSE,"PARTIDO DE TRABAJADORES REVOLUCIONARIOS","GORBEA","Otros"
"49. LORENA DEL PILAR CESPEDES FERNANDEZ (M)","IND",211,0.0426,TRUE,"INDEPENDIENTES POR LA NUEVA CONSTITUCION (D23)","GORBEA","Nueva Constitucion"
"50. FRANCISCO JAVIER RUBILAR ROCHA (H)","IND",85,0.0171,FALSE,"INDEPENDIENTES POR LA NUEVA CONSTITUCION (D23)","GORBEA","Nueva Constitucion"
"51. DANIELA ALEJANDRA VASQUEZ AGOUBORDE (M)","IND",85,0.0171,FALSE,"INDEPENDIENTES POR LA NUEVA CONSTITUCION (D23)","GORBEA","Nueva Constitucion"
"52. RICHARD EDUARDO CAAMAÑO OYARZUN (H)","IND",36,0.0073,FALSE,"INDEPENDIENTES POR LA NUEVA CONSTITUCION (D23)","GORBEA","Nueva Constitucion"
"53. EVA FELISA CAURAPAN PUELPAN (M)","IND",29,0.0058,FALSE,"INDEPENDIENTES POR LA NUEVA CONSTITUCION (D23)","GORBEA","Nueva Constitucion"
"54. PAULO ANTONIO GATICA GARRIDO (H)","IND",38,0.0077,FALSE,"INDEPENDIENTES POR LA NUEVA CONSTITUCION (D23)","GORBEA","Nueva Constitucion"
"55. CECILIA MOROVIC VIVAR (M)","IND",48,0.0097,FALSE,"INDEPENDIENTES POR LA NUEVA CONSTITUCION (D23)","GORBEA","Nueva Constitucion"
"56. STEPHAN SCHUBERT RUBIO (H)","IND",235,0.0474,FALSE,"CANDIDATURA INDEPENDIENTE","GORBEA","Otros"
"1. CARMEN LILIAN ALARCON ALARCON (M)","IND",184,0.0153,FALSE,"MOVIMIENTOS SOCIALES AUTONOMOS (D15)","GRANEROS","Otros"
"2. ALVIN ANTONIO SALDAÑA MUÑOZ (H)","IND",162,0.0135,TRUE,"MOVIMIENTOS SOCIALES AUTONOMOS (D15)","GRANEROS","Otros"
"3. LORENA CLAUDIA CONTRERAS MELIU (M)","IND",153,0.0127,FALSE,"MOVIMIENTOS SOCIALES AUTONOMOS (D15)","GRANEROS","Otros"
"4. FERNANDO ANDRES PUENTES ARANEDA (H)","IND",5.119,0.4263,FALSE,"MOVIMIENTOS SOCIALES AUTONOMOS (D15)","GRANEROS","Otros"
"5. MARCELA FERNANDA PEÑALOZA QUIROGA (M)","IND",77,0.0064,FALSE,"MOVIMIENTOS SOCIALES AUTONOMOS (D15)","GRANEROS","Otros"
"6. CAROLINA  FERNANDEZ GONZALEZ (M)","PEV",190,0.0158,FALSE,"PARTIDO ECOLOGISTA VERDE","GRANEROS","Otros"
"7. ALEJANDRO VERA MELLA (H)","PEV",55,0.0046,FALSE,"PARTIDO ECOLOGISTA VERDE","GRANEROS","Otros"
"8. ANIXID  PEREZ FRANCO (M)","PEV",35,0.0029,FALSE,"PARTIDO ECOLOGISTA VERDE","GRANEROS","Otros"
"9. CESAR  ORTIZ GARRIDO (H)","PEV",52,0.0043,FALSE,"PARTIDO ECOLOGISTA VERDE","GRANEROS","Otros"
"10.  VALERIA SOTO CAROCA (M)","PEV",76,0.0063,FALSE,"PARTIDO ECOLOGISTA VERDE","GRANEROS","Otros"
"11. CARLOS  MIRANDA MUÑOZ (H)","PEV",59,0.0049,FALSE,"PARTIDO ECOLOGISTA VERDE","GRANEROS","Otros"
"12. CAROL BOWN SEPULVEDA (M)","UDI",340,0.0283,TRUE,"VAMOS POR CHILE","GRANEROS","Vamos por Chile"
"13. FELIPE GARCIA HUIDOBRO SANFUENTES (H)","UDI",239,0.0199,FALSE,"VAMOS POR CHILE","GRANEROS","Vamos por Chile"
"14. MARIANA ANDREA MARTINEZ ANICH (M)","IND-UDI",176,0.0147,FALSE,"VAMOS POR CHILE","GRANEROS","Vamos por Chile"
"15. DIONISIO DE LA CERDA ETCHEVERS (H)","EVOPOLI",58,0.0048,FALSE,"VAMOS POR CHILE","GRANEROS","Vamos por Chile"
"16. SANDRA LUCIA CABEZAS DIAZ (M)","RN",120,0.01,FALSE,"VAMOS POR CHILE","GRANEROS","Vamos por Chile"
"17. FEDERICO IGLESIAS MUÑOZ (H)","IND-RN",327,0.0272,FALSE,"VAMOS POR CHILE","GRANEROS","Vamos por Chile"
"18. ALICIA ANGELICA BARRERA LAGOS (M)","PPD",188,0.0157,FALSE,"LISTA DEL APRUEBO","GRANEROS","Lista del apruebo"
"19. MATIAS ORELLANA CUELLAR (H)","PS",241,0.0201,TRUE,"LISTA DEL APRUEBO","GRANEROS","Lista del apruebo"
"20. XIMENA NOGUEIRA SERRANO (M)","PS",223,0.0186,FALSE,"LISTA DEL APRUEBO","GRANEROS","Lista del apruebo"
"21. MARIO  QUIJADA SILVA (H)","PDC",111,0.0092,FALSE,"LISTA DEL APRUEBO","GRANEROS","Lista del apruebo"
"22. JAVIERA  SALDAÑA CADIZ (M)","PDC",147,0.0122,FALSE,"LISTA DEL APRUEBO","GRANEROS","Lista del apruebo"
"23. JOSE ANTONIO RAMIREZ ARRAYAS (H)","PPD",163,0.0136,FALSE,"LISTA DEL APRUEBO","GRANEROS","Lista del apruebo"
"24. LORETO CRISTINA VALLEJOS DAVILA (M)","IND",565,0.0471,TRUE,"LA LISTA DEL PUEBLO 100% INDEPENDIENTES (D15)","GRANEROS","Del pueblo"
"25. ENRIQUE EDUARDO LOPEZ MENESES (H)","IND",277,0.0231,FALSE,"LA LISTA DEL PUEBLO 100% INDEPENDIENTES (D15)","GRANEROS","Del pueblo"
"26. YANNETT SOLANGE ORTIZ MORALES (M)","IND",163,0.0136,FALSE,"LA LISTA DEL PUEBLO 100% INDEPENDIENTES (D15)","GRANEROS","Del pueblo"
"27. ARTURO ANGEL SALDES NUÑEZ (H)","IND",116,0.0097,FALSE,"LA LISTA DEL PUEBLO 100% INDEPENDIENTES (D15)","GRANEROS","Del pueblo"
"28. SEBASTIAN PATRICIO TOBAR VASQUEZ (H)","IND",236,0.0197,FALSE,"LA LISTA DEL PUEBLO 100% INDEPENDIENTES (D15)","GRANEROS","Del pueblo"
"29. MARTA PATRICIA MOLINA AVILA (M)","FREVS",175,0.0146,FALSE,"APRUEBO DIGNIDAD","GRANEROS","Apruebo Dignidad"
"30. DIEGO ANDRES BUSTAMANTE OLIVARES (H)","FREVS",78,0.0065,FALSE,"APRUEBO DIGNIDAD","GRANEROS","Apruebo Dignidad"
"31. DAMARIS ABARCA GONZALEZ (M)","IND-CONVER.",190,0.0158,TRUE,"APRUEBO DIGNIDAD","GRANEROS","Apruebo Dignidad"
"32. NOLBERTO ALEXANDER ZUÑIGA CONTRERAS (H)","CONVER.",81,0.0067,FALSE,"APRUEBO DIGNIDAD","GRANEROS","Apruebo Dignidad"
"33. ANA RAQUEL MARTINEZ CHAMORRO (M)","RD",197,0.0164,FALSE,"APRUEBO DIGNIDAD","GRANEROS","Apruebo Dignidad"
"34. FABIAN EDMUNDO RODRIGUEZ RIVERA (H)","PCCH",179,0.0149,FALSE,"APRUEBO DIGNIDAD","GRANEROS","Apruebo Dignidad"
"35. VIVIANA ANDREA ABUD FLORES (M)","UPA",61,0.0051,FALSE,"UNION PATRIOTICA","GRANEROS","Otros"
"36. MARCELO ISAAC HERRERA OÑATE (H)","UPA",38,0.0032,FALSE,"UNION PATRIOTICA","GRANEROS","Otros"
"37. LORRAINE MICHELLE SALVO OLIVARES (M)","UPA",24,0.002,FALSE,"UNION PATRIOTICA","GRANEROS","Otros"
"38. CHRISTOPHER IGNACIO CHACANA GONZALEZ (H)","UPA",12,0.001,FALSE,"UNION PATRIOTICA","GRANEROS","Otros"
"39. CATALINA ANTONIETA BARRIENTOS CABEZA (M)","UPA",23,0.0019,FALSE,"UNION PATRIOTICA","GRANEROS","Otros"
"40. DAVID ALEJANDRO MELLA BANDA (H)","IND",252,0.021,FALSE,"CANDIDATURA INDEPENDIENTE","GRANEROS","Otros"
"41. JUAN ANDRES CAROCA BRAVO (H)","IND",199,0.0166,FALSE,"CANDIDATURA INDEPENDIENTE","GRANEROS","Otros"
"42. MARCELA PATRICIA RIQUELME ALIAGA (M)","IND",647,0.0539,FALSE,"CANDIDATURA INDEPENDIENTE","GRANEROS","Otros"
"1. DEISY PAULINA AVENDAÑO AVENDAÑO (M)","IND",17,0.0352,FALSE,"A PULSO, POR EL BUEN VIVIR (D27)","GUAITECAS","Del pueblo"
"2. PATRICIO ORLANDO SEGURA ORTIZ (H)","IND",15,0.0311,FALSE,"A PULSO, POR EL BUEN VIVIR (D27)","GUAITECAS","Del pueblo"
"3. ILSIE BEATRIZ WOLF HERRERA (M)","IND",6,0.0124,FALSE,"A PULSO, POR EL BUEN VIVIR (D27)","GUAITECAS","Del pueblo"
"4. CECILIO ALIER AGUILAR GALINDO (H)","IND",1,0.0021,FALSE,"A PULSO, POR EL BUEN VIVIR (D27)","GUAITECAS","Del pueblo"
"5. JORGE CONTRERAS MUÑOZ (H)","IND",6,0.0124,FALSE,"A PULSO, POR EL BUEN VIVIR (D27)","GUAITECAS","Del pueblo"
"6. GEOCONDA NAVARRETE ARRATIA (M)","EVOPOLI",53,0.1097,TRUE,"VAMOS POR CHILE","GUAITECAS","Vamos por Chile"
"7. ARISTIDES BENAVENTE ANINAT (H)","IND-UDI",15,0.0311,FALSE,"VAMOS POR CHILE","GUAITECAS","Vamos por Chile"
"8. MARIA TERESA CALVIS AVILES (M)","UDI",7,0.0145,FALSE,"VAMOS POR CHILE","GUAITECAS","Vamos por Chile"
"9. MARCOS VARGAS ACEITUNO (H)","RN",23,0.0476,FALSE,"VAMOS POR CHILE","GUAITECAS","Vamos por Chile"
"10. CINTHYA GIOVANNA PANTANALLI WANDERSLEBEN (M)","EVOPOLI",21,0.0435,FALSE,"VAMOS POR CHILE","GUAITECAS","Vamos por Chile"
"11. VIVIANA BETANCOURT GALLEGOS (M)","PS",45,0.0932,FALSE,"LISTA DEL APRUEBO","GUAITECAS","Lista del apruebo"
"12. TOMAS LAIBE SAEZ (H)","PS",15,0.0311,TRUE,"LISTA DEL APRUEBO","GUAITECAS","Lista del apruebo"
"13. PAULINA PAZ RUZ DELFIN (M)","PPD",95,0.1967,FALSE,"LISTA DEL APRUEBO","GUAITECAS","Lista del apruebo"
"14. GUILLERMO MARTINEZ GONZALEZ (H)","PR",4,0.0083,FALSE,"LISTA DEL APRUEBO","GUAITECAS","Lista del apruebo"
"15. JANNETTE SALGADO CHACON (M)","PDC",2,0.0041,FALSE,"LISTA DEL APRUEBO","GUAITECAS","Lista del apruebo"
"16. MARIO SANDOVAL VARGAS (H)","PDC",8,0.0166,FALSE,"LISTA DEL APRUEBO","GUAITECAS","Lista del apruebo"
"17. MACARENA MAGDALENA MEDRANO VILLAGRA (M)","IND",20,0.0414,FALSE,"PATAGONIA SOMOS TODOS (D27)","GUAITECAS","Otros"
"18. LUIS ROLANDO DEL RIO MONCADA (H)","IND",6,0.0124,FALSE,"PATAGONIA SOMOS TODOS (D27)","GUAITECAS","Otros"
"19. DINA ELIZABETH AHUMADA CARES (M)","IND",5,0.0104,FALSE,"PATAGONIA SOMOS TODOS (D27)","GUAITECAS","Otros"
"20. JOSE LUIS SANCHEZ HUENTELICAN (H)","IND",8,0.0166,FALSE,"PATAGONIA SOMOS TODOS (D27)","GUAITECAS","Otros"
"21. CLAUDIO ALEJANDRO FIGUEROA ASI (H)","IND",3,0.0062,FALSE,"PATAGONIA SOMOS TODOS (D27)","GUAITECAS","Otros"
"22. YARELA NICOHL GOMEZ SANCHEZ (M)","IND-RD",93,0.1925,TRUE,"APRUEBO DIGNIDAD","GUAITECAS","Apruebo Dignidad"
"23. JULIO FRANCISCO ÑANCO ANTILEF (H)","RD",3,0.0062,FALSE,"APRUEBO DIGNIDAD","GUAITECAS","Apruebo Dignidad"
"24. ROSA MAGDALENA PESUTIC VUKASOVIC (M)","PCCH",7,0.0145,FALSE,"APRUEBO DIGNIDAD","GUAITECAS","Apruebo Dignidad"
"25. SAMUEL MALAQUIAS NAVARRO CASTRO (H)","PCCH",0,0,FALSE,"APRUEBO DIGNIDAD","GUAITECAS","Apruebo Dignidad"
"26. DIEGO HERNAN SALINAS BARRERA (H)","PCCH",5,0.0104,FALSE,"APRUEBO DIGNIDAD","GUAITECAS","Apruebo Dignidad"
"1. LISETTE LORENA VERGARA RIQUELME (M)","IND",211,0.0332,TRUE,"INDEPENDIENTES DISTRITO 6 + LISTA DEL PUEBLO (D6)","HIJUELAS","Del pueblo"
"2. CRISTOBAL PATRICIO ANDRADE LEON (H)","IND",133,0.0209,TRUE,"INDEPENDIENTES DISTRITO 6 + LISTA DEL PUEBLO (D6)","HIJUELAS","Del pueblo"
"3. VALERIA ELISA RETAMALES CORDOVA (M)","IND",104,0.0164,FALSE,"INDEPENDIENTES DISTRITO 6 + LISTA DEL PUEBLO (D6)","HIJUELAS","Del pueblo"
"4. MANUEL ALEJANDRO GATICA JORQUERA (H)","IND",89,0.014,FALSE,"INDEPENDIENTES DISTRITO 6 + LISTA DEL PUEBLO (D6)","HIJUELAS","Del pueblo"
"5. ALEXANDRA MARIANA PEREZ CEPEDA (M)","IND",153,0.0241,FALSE,"INDEPENDIENTES DISTRITO 6 + LISTA DEL PUEBLO (D6)","HIJUELAS","Del pueblo"
"6. RUBEN SEBASTIAN MIRANDA VASQUEZ (H)","IND",61,0.0096,FALSE,"INDEPENDIENTES DISTRITO 6 + LISTA DEL PUEBLO (D6)","HIJUELAS","Del pueblo"
"7. CORINA DEL PILAR SILVA FIGUEROA (M)","IND",87,0.0137,FALSE,"INDEPENDIENTES DISTRITO 6 + LISTA DEL PUEBLO (D6)","HIJUELAS","Del pueblo"
"8. ALEXIS ADRIAN GARCIA OLIVARES (H)","IND",73,0.0115,FALSE,"INDEPENDIENTES DISTRITO 6 + LISTA DEL PUEBLO (D6)","HIJUELAS","Del pueblo"
"9. LORENA PAZ VICENCIO ARRIAGADA (M)","IND",151,0.0238,FALSE,"INDEPENDIENTES DISTRITO 6 + LISTA DEL PUEBLO (D6)","HIJUELAS","Del pueblo"
"10. PRISCILA HAYDEE CASTILLO ARREDONDO (M)","PH",107,0.0168,FALSE,"PARTIDO HUMANISTA","HIJUELAS","Otros"
"11. VICTOR DANIEL PATRICIO ARAYA ROJAS (H)","PH",38,0.006,FALSE,"PARTIDO HUMANISTA","HIJUELAS","Otros"
"12. CHIARA NATALIA BARCHIESI CHAVEZ (M)","REPUBL.",121,0.019,FALSE,"VAMOS POR CHILE","HIJUELAS","Vamos por Chile"
"13. RUGGERO COZZI ELZO (H)","RN",537,0.0845,TRUE,"VAMOS POR CHILE","HIJUELAS","Vamos por Chile"
"14. FRANCISCA DESBORDES SALCES (M)","RN",84,0.0132,FALSE,"VAMOS POR CHILE","HIJUELAS","Vamos por Chile"
"15. JUAN LUIS TOBAR VALDIVIA (H)","RN",54,0.0085,FALSE,"VAMOS POR CHILE","HIJUELAS","Vamos por Chile"
"16. MARIA DE LOS ANGELES LOPEZ PORFIRI (M)","REPUBL.",87,0.0137,FALSE,"VAMOS POR CHILE","HIJUELAS","Vamos por Chile"
"17. JOSE ANTONIO VALENZUELA MAC-KELLAR (H)","EVOPOLI",55,0.0087,FALSE,"VAMOS POR CHILE","HIJUELAS","Vamos por Chile"
"18. CAROLINA CONTRERAS BERRIOS (M)","EVOPOLI",49,0.0077,FALSE,"VAMOS POR CHILE","HIJUELAS","Vamos por Chile"
"19. ROBERT KNOP PISANO (H)","UDI",120,0.0189,FALSE,"VAMOS POR CHILE","HIJUELAS","Vamos por Chile"
"20. ERIKA MUÑOZ BRAVO (M)","UDI",25,0.0039,FALSE,"VAMOS POR CHILE","HIJUELAS","Vamos por Chile"
"21. WALESKA  CASTILLO LOPEZ (M)","PDC",127,0.02,FALSE,"LISTA DEL APRUEBO","HIJUELAS","Lista del apruebo"
"22. JORGE CORREA SUTIL (H)","PDC",84,0.0132,FALSE,"LISTA DEL APRUEBO","HIJUELAS","Lista del apruebo"
"23. CLAUDIA ESPINOZA CABEZAS (M)","PS",62,0.0098,FALSE,"LISTA DEL APRUEBO","HIJUELAS","Lista del apruebo"
"24. ROLANDO IVAN GARRIDO QUIROZ (H)","IND-PL",41,0.0065,FALSE,"LISTA DEL APRUEBO","HIJUELAS","Lista del apruebo"
"25. MARICEL MARTINEZ VICENCIO (M)","PPD",39,0.0061,FALSE,"LISTA DEL APRUEBO","HIJUELAS","Lista del apruebo"
"26. CLAUDIO GOMEZ CASTRO (H)","IND-PS",100,0.0157,TRUE,"LISTA DEL APRUEBO","HIJUELAS","Lista del apruebo"
"27. ERIKA GABRIELA MATTE PIZARRO (M)","PR",33,0.0052,FALSE,"LISTA DEL APRUEBO","HIJUELAS","Lista del apruebo"
"28. CARLOS OCTAVIO OMINAMI PASCUAL (H)","IND-PPD",231,0.0364,FALSE,"LISTA DEL APRUEBO","HIJUELAS","Lista del apruebo"
"29. SCARLETT BEATRIZ VALDES PIZARRO (M)","PL",36,0.0057,FALSE,"LISTA DEL APRUEBO","HIJUELAS","Lista del apruebo"
"30. DANIELA PAULINA ALBORNOZ DERDERIAN (M)","IND",136,0.0214,FALSE,"MOVIMIENTOS SOCIALES INDEPENDIENTES (D6)","HIJUELAS","Otros"
"31. RUBEN PEREZ SEPULVEDA (H)","IND",44,0.0069,FALSE,"MOVIMIENTOS SOCIALES INDEPENDIENTES (D6)","HIJUELAS","Otros"
"32. MIRNA GLORIA HUMERES GRENETT (M)","IND",43,0.0068,FALSE,"MOVIMIENTOS SOCIALES INDEPENDIENTES (D6)","HIJUELAS","Otros"
"33. MIGUEL ANGEL ESPINOZA MUÑOZ (H)","IND",51,0.008,FALSE,"MOVIMIENTOS SOCIALES INDEPENDIENTES (D6)","HIJUELAS","Otros"
"34. NATALIA NAYADETT ZAPATA VERDUGO (M)","IND",76,0.012,FALSE,"MOVIMIENTOS SOCIALES INDEPENDIENTES (D6)","HIJUELAS","Otros"
"35. HERNAN RAMIREZ RUEDA (H)","IND",34,0.0054,FALSE,"MOVIMIENTOS SOCIALES INDEPENDIENTES (D6)","HIJUELAS","Otros"
"36. JANIS JAN DEL CARMEN MENESES PALMA (M)","IND",138,0.0217,TRUE,"MOVIMIENTOS SOCIALES INDEPENDIENTES (D6)","HIJUELAS","Otros"
"37. MATHIAS GABRIEL MARTINEZ GONZALEZ (H)","IND",36,0.0057,FALSE,"MOVIMIENTOS SOCIALES INDEPENDIENTES (D6)","HIJUELAS","Otros"
"38. CAROLINA CYNTIA VILCHES FUENZALIDA (M)","IND-COMUNES",257,0.0405,TRUE,"APRUEBO DIGNIDAD","HIJUELAS","Apruebo Dignidad"
"39. MATIAS GAZMURI KRUBERG (H)","COMUNES",37,0.0058,FALSE,"APRUEBO DIGNIDAD","HIJUELAS","Apruebo Dignidad"
"40. MARIELA ANDREA SEREY JIMENEZ (M)","IND-CONVER.",427,0.0672,TRUE,"APRUEBO DIGNIDAD","HIJUELAS","Apruebo Dignidad"
"41. DAVID SPENCER AGUILERA TAPIA (H)","CONVER.",38,0.006,FALSE,"APRUEBO DIGNIDAD","HIJUELAS","Apruebo Dignidad"
"42. JAVIERA ISADORA VIVEROS ALEGRIA (M)","IND-IGUALDAD",120,0.0189,FALSE,"APRUEBO DIGNIDAD","HIJUELAS","Apruebo Dignidad"
"43. DANIEL ARTURO GARRIDO QUINTANILLA (H)","PCCH",76,0.012,FALSE,"APRUEBO DIGNIDAD","HIJUELAS","Apruebo Dignidad"
"44. PAULA ALEJANDRA FREIRE SABAJ (M)","IND-PCCH",58,0.0091,FALSE,"APRUEBO DIGNIDAD","HIJUELAS","Apruebo Dignidad"
"45. ROBERTO GABRIEL PARRA VALLETTE (H)","IND-RD",19,0.003,FALSE,"APRUEBO DIGNIDAD","HIJUELAS","Apruebo Dignidad"
"46. ALEJANDRA TRINIDAD TOLEDO FIGUEROA (M)","RD",69,0.0109,FALSE,"APRUEBO DIGNIDAD","HIJUELAS","Apruebo Dignidad"
"47. GISELLA DANITZA CORTES GUZMAN (M)","UPA",18,0.0028,FALSE,"UNION PATRIOTICA","HIJUELAS","Otros"
"48. CRISTIAN NICOLAS URRA ZAMORA (H)","UPA",25,0.0039,FALSE,"UNION PATRIOTICA","HIJUELAS","Otros"
"49. KAREN MAKARENA INOSTROZA PAREDES (M)","UPA",13,0.002,FALSE,"UNION PATRIOTICA","HIJUELAS","Otros"
"50. JESUS FERNANDO GOMEZ ORELLANA (H)","UPA",3,0.0005,FALSE,"UNION PATRIOTICA","HIJUELAS","Otros"
"51. LIRIT AMANCAY BRIGNARDELLO MUÑOZ (M)","UPA",7,0.0011,FALSE,"UNION PATRIOTICA","HIJUELAS","Otros"
"52. NIBALDO GABRIEL PINTO SILVA (H)","UPA",8,0.0013,FALSE,"UNION PATRIOTICA","HIJUELAS","Otros"
"53. JOSELYN ANDREA PEÑA VALDIVIA (M)","UPA",4,0.0006,FALSE,"UNION PATRIOTICA","HIJUELAS","Otros"
"54. ALEJANDRO JOSE ADANA ABRIL (H)","UPA",5,0.0008,FALSE,"UNION PATRIOTICA","HIJUELAS","Otros"
"55. NANCY JACQUELINE CAMUS HERNANDEZ (M)","IND",114,0.0179,FALSE,"DECISION CIUDADANA (D6)","HIJUELAS","Otros"
"56. ELIAM LEONARDO CHAVEZ OLIVARES (H)","IND",28,0.0044,FALSE,"DECISION CIUDADANA (D6)","HIJUELAS","Otros"
"57. GLORIA ALEJANDRA MORALES BRAVO (M)","IND",15,0.0024,FALSE,"DECISION CIUDADANA (D6)","HIJUELAS","Otros"
"58. ALEJANDRO PATRICIO GODOY SILVA (H)","IND",98,0.0154,FALSE,"DECISION CIUDADANA (D6)","HIJUELAS","Otros"
"59. CARMEN ROSA AGUILERA MORENO (M)","IND",19,0.003,FALSE,"DECISION CIUDADANA (D6)","HIJUELAS","Otros"
"60. CARLOS FREDDY ALARCON SEPULVEDA (H)","IND",12,0.0019,FALSE,"DECISION CIUDADANA (D6)","HIJUELAS","Otros"
"61. KATHERINE MURIEL ALARCON GIADACH (M)","IND",17,0.0027,FALSE,"DECISION CIUDADANA (D6)","HIJUELAS","Otros"
"62. GONZALO ALONZO ARAYA MUÑOZ (H)","IND",12,0.0019,FALSE,"DECISION CIUDADANA (D6)","HIJUELAS","Otros"
"63. ROCIO FERNANDA VEAS SOLIS (M)","IND",199,0.0313,FALSE,"INDEPENDIENTES POR LA NUEVA CONSTITUCION (D6)","HIJUELAS","Nueva Constitucion"
"64. MIGUEL ANGEL BOTTO SALINAS (H)","IND",77,0.0121,TRUE,"INDEPENDIENTES POR LA NUEVA CONSTITUCION (D6)","HIJUELAS","Nueva Constitucion"
"65. DANIELA ALDONEY RAMIREZ (M)","IND",118,0.0186,FALSE,"INDEPENDIENTES POR LA NUEVA CONSTITUCION (D6)","HIJUELAS","Nueva Constitucion"
"66. RAMIRO RODRIGO GONZALEZ FIGUEROA (H)","IND",46,0.0072,FALSE,"INDEPENDIENTES POR LA NUEVA CONSTITUCION (D6)","HIJUELAS","Nueva Constitucion"
"67. ANDREA LORENA ALFARO LAY (M)","IND",61,0.0096,FALSE,"INDEPENDIENTES POR LA NUEVA CONSTITUCION (D6)","HIJUELAS","Nueva Constitucion"
"68. JUAN ALBERTO FERNANDEZ OLIVARES (H)","IND",32,0.005,FALSE,"INDEPENDIENTES POR LA NUEVA CONSTITUCION (D6)","HIJUELAS","Nueva Constitucion"
"69. MARIA EUGENIA SOTO MANUBENS (M)","IND",38,0.006,FALSE,"INDEPENDIENTES POR LA NUEVA CONSTITUCION (D6)","HIJUELAS","Nueva Constitucion"
"70. VICTOR EDUARDO IBACACHE ESTAY (H)","IND",377,0.0594,FALSE,"INDEPENDIENTES POR LA NUEVA CONSTITUCION (D6)","HIJUELAS","Nueva Constitucion"
"71. BENJAMIN ISRAEL LORCA INZUNZA (H)","IND",255,0.0401,FALSE,"CANDIDATURA INDEPENDIENTE","HIJUELAS","Otros"
"1. ADRIANA CAMILA AMPUERO BARRIENTOS (M)","IND",87,0.0343,TRUE,"INSULARES E INDEPENDIENTES (D26)","HUALAIHUE","Otros"
"2. CHRISTIAN ALEJANDRO RUIZ BAHAMONDE (H)","IND",27,0.0107,FALSE,"INSULARES E INDEPENDIENTES (D26)","HUALAIHUE","Otros"
"3. CLEMENTINA LEPIO MILIPICHUN (M)","IND",32,0.0126,FALSE,"INSULARES E INDEPENDIENTES (D26)","HUALAIHUE","Otros"
